exporter,importer,year,trade_value,distance,contiguous,common_language,gdp_exporter,gdp_importer,trade_agreement
C32,C11,2013,21.26,8440.25,0,0,1298.25,1566.1,0
C28,C04,2013,193.09,833.83,0,0,1101.7,2972.41,0
C11,C34,2013,60.22,2230.93,0,0,1566.1,151.89,1
C48,C36,2013,0.0,1318.05,0,0,7112.09,859.55,0
C19,C25,2013,9107.13,441.19,0,0,3168.76,2778.43,0
C32,C33,2013,483.34,900.34,0,0,1298.25,1289.74,0
C20,C13,2013,0.37,18262.05,0,1,36.68,249.45,0
C41,C48,2013,129.52,4119.94,0,0,1196.22,7112.09,0
C19,C17,2013,35.11,3084.78,0,1,3168.76,692.02,0
C18,C28,2013,3.83,9533.14,0,0,96.99,1101.7,0
C02,C50,2013,0.69,34476.81,0,0,160.43,759.88,0
C27,C37,2013,93.03,3757.43,0,0,215.22,10432.91,0
C06,C41,2013,15.28,1118.19,0,0,105.88,1196.22,0
C28,C13,2013,13.96,5550.5,0,0,1101.7,249.45,1
C03,C06,2013,512.13,235.13,1,0,1020.98,105.88,0
C20,C48,2013,8.79,2726.81,0,0,36.68,7112.09,0
C09,C31,2013,0.0,2177.59,0,0,115.77,1181.01,0
C12,C25,2013,0.0,406.83,0,0,3482.54,2778.43,0
C34,C17,2013,33.49,1154.9,0,0,151.89,692.02,0
C05,C06,2013,7.6,3275.34,0,1,546.48,105.88,0
C04,C22,2013,0.0,334.01,0,0,2972.41,874.91,0
C01,C16,2013,0.0,4670.97,0,1,87.77,34.32,0
C45,C03,2013,26.93,422.06,0,0,19.29,1020.98,0
C30,C39,2013,0.0,1966.92,0,1,307.07,1831.41,0
C46,C12,2013,0.0,646.53,0,0,2601.27,3482.54,0
C11,C26,2013,30.42,5552.29,0,1,1566.1,449.1,0
C09,C10,2013,2.06,14952.14,0,0,115.77,2264.6,0
C08,C13,2013,0.0,4165.68,0,0,191.7,249.45,0
C10,C27,2013,0.0,6951.83,0,1,2264.6,215.22,1
C46,C23,2013,0.0,2052.52,0,0,2601.27,1776.4,0
C21,C34,2013,29.43,1021.99,0,0,1000.01,151.89,0
C07,C03,2013,34.08,2463.99,0,0,520.8,1020.98,0
C28,C12,2013,5598.64,471.45,1,0,1101.7,3482.54,0
C41,C03,2013,1437.57,288.23,1,0,1196.22,1020.98,0
C10,C24,2013,0.0,1519.1,0,0,2264.6,465.04,0
C32,C34,2013,24.39,4805.26,0,0,1298.25,151.89,0
C07,C39,2013,0.0,2879.77,0,0,520.8,1831.41,1
C40,C04,2013,27.07,1279.96,0,1,35.94,2972.41,0
C34,C20,2013,0.0,1103.4,0,1,151.89,36.68,0
C05,C43,2013,157.68,2517.15,0,0,546.48,1357.23,1
C16,C40,2013,0.15,8043.01,0,1,34.32,35.94,0
C29,C24,2013,26.83,1031.94,0,0,282.56,465.04,0
C19,C12,2013,3564.9,1398.6,0,1,3168.76,3482.54,1
C11,C38,2013,315.82,509.04,1,0,1566.1,181.05,0
C38,C27,2013,0.0,779.44,1,1,181.05,215.22,0
C33,C24,2013,0.0,678.58,1,0,1289.74,465.04,0
C48,C50,2013,1348.63,773.93,0,0,7112.09,759.88,0
C23,C19,2013,292.15,2170.03,0,0,1776.4,3168.76,0
C26,C32,2013,26.82,4421.14,0,0,449.1,1298.25,0
C27,C36,2013,40.85,1465.1,0,0,215.22,859.55,1
C28,C31,2013,0.0,408.48,0,0,1101.7,1181.01,0
C34,C40,2013,1.12,2244.26,0,0,151.89,35.94,0
C41,C33,2013,0.0,795.8,0,0,1196.22,1289.74,0
C45,C41,2013,10.42,787.44,0,1,19.29,1196.22,0
C03,C11,2013,50.87,4777.27,0,0,1020.98,1566.1,0
C33,C02,2013,8.34,4517.42,0,1,1289.74,160.43,0
C45,C49,2013,18.74,1135.7,0,0,19.29,4373.03,0
C10,C26,2013,60.13,1023.8,0,0,2264.6,449.1,0
C18,C36,2013,0.0,13715.81,0,0,96.99,859.55,0
C12,C01,2013,2.67,20998.82,0,0,3482.54,87.77,0
C40,C05,2013,23.39,320.47,0,0,35.94,546.48,0
C08,C41,2013,237.53,599.73,1,0,191.7,1196.22,0
C15,C43,2013,0.0,1711.42,0,0,127.45,1357.23,0
C44,C50,2013,0.0,4916.19,0,0,170.45,759.88,0
C11,C36,2013,368.01,970.42,1,0,1566.1,859.55,0
C29,C21,2013,0.0,779.52,1,0,282.56,1000.01,0
C34,C12,2013,9.96,7763.69,0,0,151.89,3482.54,0
C04,C20,2013,270.35,500.29,0,0,2972.41,36.68,0
C36,C20,2013,87.67,684.68,1,0,859.55,36.68,1
C29,C43,2013,492.82,230.45,1,0,282.56,1357.23,1
C03,C08,2013,10.5,5181.31,0,0,1020.98,191.7,0
C21,C03,2013,92.51,2507.97,0,1,1000.01,1020.98,1
C15,C28,2013,15.21,2050.36,0,0,127.45,1101.7,1
C29,C50,2013,32.34,1464.25,0,0,282.56,759.88,0
C13,C31,2013,15.7,2313.63,0,0,249.45,1181.01,0
C15,C47,2013,41.62,966.04,1,0,127.45,416.57,0
C47,C37,2013,0.0,1672.51,0,0,416.57,10432.91,0
C02,C47,2013,0.0,9771.69,0,0,160.43,416.57,1
C16,C25,2013,2.76,4791.56,0,0,34.32,2778.43,1
C45,C26,2013,0.17,9163.76,0,0,19.29,449.1,0
C15,C27,2013,1.71,2689.01,0,1,127.45,215.22,0
C10,C11,2013,260.95,2726.13,0,0,2264.6,1566.1,0
C07,C14,2013,1.01,26691.97,0,0,520.8,287.52,0
C24,C34,2013,353.98,52.77,0,0,465.04,151.89,0
C04,C33,2013,52.82,11197.94,0,0,2972.41,1289.74,0
C13,C21,2013,43.8,2512.16,0,0,249.45,1000.01,1
C49,C24,2013,698.85,511.66,0,1,4373.03,465.04,0
C03,C02,2013,42.1,1790.83,0,0,1020.98,160.43,0
C33,C23,2013,2555.21,218.65,0,0,1289.74,1776.4,0
C07,C26,2013,137.95,1376.95,0,1,520.8,449.1,1
C05,C02,2013,5.64,3753.14,0,0,546.48,160.43,0
C23,C03,2013,0.0,5391.34,0,0,1776.4,1020.98,0
C36,C41,2013,222.73,1153.67,0,0,859.55,1196.22,0
C49,C08,2013,841.34,220.93,0,0,4373.03,191.7,0
C43,C18,2013,26.11,2076.91,0,0,1357.23,96.99,0
C06,C18,2013,0.0,396.98,0,1,105.88,96.99,0
C48,C38,2013,699.46,1121.34,0,1,7112.09,181.05,0
C02,C46,2013,63.99,1009.61,0,0,160.43,2601.27,0
C32,C28,2013,471.51,1742.09,0,1,1298.25,1101.7,0
C26,C23,2013,27.51,2989.7,0,1,449.1,1776.4,1
C08,C50,2013,9.73,2501.96,0,0,191.7,759.88,0
C19,C02,2013,0.0,6050.75,0,0,3168.76,160.43,0
C34,C27,2013,0.0,530.33,1,0,151.89,215.22,0
C07,C45,2013,5.66,1293.0,0,0,520.8,19.29,1
C07,C46,2013,64.9,2418.66,0,0,520.8,2601.27,0
C37,C41,2013,533.5,2627.13,0,0,10432.91,1196.22,0
C48,C23,2013,0.0,7652.67,0,0,7112.09,1776.4,1
C25,C18,2013,106.96,1071.94,0,0,2778.43,96.99,0
C29,C17,2013,29.38,1566.35,0,0,282.56,692.02,0
C19,C22,2013,533.49,1064.84,0,0,3168.76,874.91,0
C24,C16,2013,2.86,2472.16,0,0,465.04,34.32,0
C44,C01,2013,0.0,5575.7,0,0,170.45,87.77,0
C36,C05,2013,439.81,474.11,0,1,859.55,546.48,1
C50,C14,2013,0.0,619.48,1,0,759.88,287.52,0
C01,C28,2013,25.85,1052.58,0,0,87.77,1101.7,1
C04,C23,2013,0.0,4041.02,0,0,2972.41,1776.4,1
C33,C15,2013,43.47,2361.44,0,0,1289.74,127.45,0
C02,C17,2013,62.23,549.27,0,0,160.43,692.02,1
C10,C36,2013,0.0,3076.89,0,0,2264.6,859.55,1
C46,C13,2013,11.84,3246.85,0,0,2601.27,249.45,0
C03,C46,2013,5059.66,103.91,0,0,1020.98,2601.27,0
C35,C02,2013,176.5,346.87,0,0,1176.24,160.43,0
C21,C07,2013,64.37,1877.64,0,0,1000.01,520.8,0
C06,C08,2013,0.79,6092.0,0,0,105.88,191.7,0
C14,C26,2013,22.85,2780.13,0,0,287.52,449.1,0
C39,C25,2013,455.65,874.58,0,0,1831.41,2778.43,0
C30,C31,2013,0.0,1884.03,0,0,307.07,1181.01,0
C43,C12,2013,2309.03,751.31,1,0,1357.23,3482.54,1
C33,C43,2013,44.76,8071.11,0,0,1289.74,1357.23,0
C34,C25,2013,24.03,2274.54,0,0,151.89,2778.43,0
C04,C15,2013,8.31,6076.44,0,0,2972.41,127.45,0
C18,C44,2013,2.06,2582.04,0,0,96.99,170.45,0
C37,C13,2013,411.81,1669.31,0,0,10432.91,249.45,1
C45,C05,2013,0.0,1259.12,0,0,19.29,546.48,1
C22,C17,2013,51.54,1587.57,0,1,874.91,692.02,0
C11,C10,2013,5529.56,168.54,0,0,1566.1,2264.6,0
C40,C18,2013,14.36,208.0,1,0,35.94,96.99,0
C38,C10,2013,12.99,2401.36,0,0,181.05,2264.6,0
C27,C12,2013,23.91,3645.47,0,0,215.22,3482.54,0
C45,C04,2013,8.98,2399.72,0,0,19.29,2972.41,0
C06,C10,2013,0.84,43016.98,0,0,105.88,2264.6,0
C17,C11,2013,36.8,5495.41,0,0,692.02,1566.1,1
C09,C04,2013,115.1,1348.72,0,0,115.77,2972.41,0
C41,C32,2013,207.35,1520.83,0,0,1196.22,1298.25,0
C08,C39,2013,15.0,3231.97,0,0,191.7,1831.41,0
C36,C27,2013,0.0,692.66,0,0,859.55,215.22,0
C40,C46,2013,2076.16,125.71,1,0,35.94,2601.27,1
C22,C42,2013,0.0,1034.67,0,1,874.91,34.32,0
C43,C01,2013,0.0,238.14,0,0,1357.23,87.77,0
C42,C14,2013,1.53,3226.9,0,0,34.32,287.52,0
C17,C26,2013,25.42,1658.84,0,0,692.02,449.1,0
C06,C27,2013,0.38,9757.0,0,0,105.88,215.22,0
C22,C31,2013,25.01,2455.23,0,0,874.91,1181.01,0
C47,C17,2013,27.65,4609.06,0,1,416.57,692.02,0
C46,C43,2013,489.93,1170.12,0,0,2601.27,1357.23,0
C22,C45,2013,0.13,19431.84,0,0,874.91,19.29,1
C16,C14,2013,7.68,799.46,0,0,34.32,287.52,1
C42,C04,2013,9.47,1931.08,0,0,34.32,2972.41,0
C16,C01,2013,41.56,242.56,1,1,34.32,87.77,0
C24,C02,2013,18.55,1353.19,0,0,465.04,160.43,0
C15,C30,2013,0.37,21094.53,0,0,127.45,307.07,0
C01,C23,2013,194.46,188.75,0,0,87.77,1776.4,0
C11,C41,2013,0.0,1517.32,0,0,1566.1,1196.22,0
C13,C22,2013,18.5,2979.45,0,0,249.45,874.91,0
C38,C29,2013,56.12,523.22,0,1,181.05,282.56,0
C22,C27,2013,3237.62,49.25,0,0,874.91,215.22,1
C05,C17,2013,523.78,226.15,0,0,546.48,692.02,1
C50,C19,2013,0.0,159.51,0,0,759.88,3168.76,0
C02,C29,2013,0.0,476.22,0,0,160.43,282.56,0
C37,C17,2013,83.8,4698.17,0,0,10432.91,692.02,0
C06,C14,2013,7.55,1333.34,0,1,105.88,287.52,0
C03,C38,2013,60.92,1853.64,0,1,1020.98,181.05,0
C20,C24,2013,0.0,3925.35,0,1,36.68,465.04,0
C36,C32,2013,786.16,427.72,0,0,859.55,1298.25,0
C42,C50,2013,0.64,7504.14,0,0,34.32,759.88,0
C19,C47,2013,7603.56,141.31,0,0,3168.76,416.57,1
C32,C48,2013,1195.73,623.92,0,0,1298.25,7112.09,0
C45,C07,2013,4.95,686.73,1,0,19.29,520.8,0
C09,C28,2013,4.97,5223.42,0,0,115.77,1101.7,0
C49,C15,2013,601.31,467.7,1,1,4373.03,127.45,0
C39,C40,2013,25.37,1388.77,0,0,1831.41,35.94,1
C15,C07,2013,12.03,1718.95,0,0,127.45,520.8,0
C44,C22,2013,14.57,2861.38,0,0,170.45,874.91,0
C29,C14,2013,21.61,585.11,0,0,282.56,287.52,1
C36,C34,2013,3.96,4435.8,0,0,859.55,151.89,0
C10,C01,2013,7.2,11007.96,0,0,2264.6,87.77,0
C24,C37,2013,492.74,2610.61,0,0,465.04,10432.91,0
C28,C22,2013,611.08,348.06,1,0,1101.7,874.91,0
C34,C16,2013,325.49,72.05,1,0,151.89,34.32,0
C41,C10,2013,81.83,5615.9,0,0,1196.22,2264.6,1
C48,C14,2013,1318.74,482.55,0,0,7112.09,287.52,0
C33,C41,2013,954.57,646.6,0,0,1289.74,1196.22,1
C29,C48,2013,0.0,3110.81,0,1,282.56,7112.09,0
C36,C48,2013,0.0,5491.92,0,0,859.55,7112.09,0
C47,C49,2013,44.06,4902.81,0,0,416.57,4373.03,0
C08,C36,2013,7.38,3917.51,0,0,191.7,859.55,0
C14,C17,2013,323.89,184.04,0,1,287.52,692.02,0
C18,C15,2013,0.53,6149.88,0,0,96.99,127.45,1
C42,C13,2013,2.43,2216.93,0,1,34.32,249.45,1
C37,C46,2013,0.0,603.44,1,0,10432.91,2601.27,0
C14,C22,2013,187.22,223.8,0,0,287.52,874.91,0
C05,C33,2013,9.93,4721.69,0,0,546.48,1289.74,1
C39,C42,2013,125.64,434.67,0,0,1831.41,34.32,0
C45,C08,2013,0.75,1162.65,0,0,19.29,191.7,0
C08,C47,2013,0.0,2329.97,0,0,191.7,416.57,1
C39,C26,2013,1041.9,845.1,1,0,1831.41,449.1,0
C08,C18,2013,52.76,367.1,1,0,191.7,96.99,1
C25,C15,2013,0.0,2650.76,0,0,2778.43,127.45,0
C29,C18,2013,109.91,375.35,1,0,282.56,96.99,0
C16,C30,2013,8.09,859.16,1,0,34.32,307.07,1
C40,C21,2013,6.25,2719.43,0,0,35.94,1000.01,1
C29,C08,2013,0.0,1567.16,0,0,282.56,191.7,0
C08,C20,2013,1.22,8381.03,0,0,191.7,36.68,1
C34,C13,2013,0.0,821.45,1,0,151.89,249.45,0
C48,C02,2013,395.99,547.02,0,1,7112.09,160.43,0
C11,C07,2013,25.76,3132.63,0,0,1566.1,520.8,0
C09,C20,2013,25.19,241.05,0,0,115.77,36.68,0
C30,C32,2013,0.0,4774.76,0,0,307.07,1298.25,0
C31,C17,2013,52.39,1918.28,0,0,1181.01,692.02,0
C22,C04,2013,142.66,1213.18,0,0,874.91,2972.41,0
C11,C05,2013,0.0,674.98,0,0,1566.1,546.48,0
C01,C03,2013,0.65,32743.15,0,0,87.77,1020.98,0
C27,C39,2013,16.09,3132.09,0,1,215.22,1831.41,0
C29,C05,2013,1.64,11437.35,0,0,282.56,546.48,0
C22,C50,2013,1145.81,294.1,0,1,874.91,759.88,0
C15,C06,2013,2.98,877.47,0,0,127.45,105.88,0
C29,C41,2013,4.13,10720.19,0,0,282.56,1196.22,0
C04,C02,2013,0.0,2206.73,0,0,2972.41,160.43,0
C47,C16,2013,2.05,2214.8,0,0,416.57,34.32,0
C08,C48,2013,122.03,1278.49,0,0,191.7,7112.09,0
C29,C42,2013,12.71,920.02,1,0,282.56,34.32,1
C47,C41,2013,1.53,13486.92,0,0,416.57,1196.22,0
C10,C07,2013,561.79,544.18,1,0,2264.6,520.8,0
C23,C27,2013,5.57,10721.72,0,0,1776.4,215.22,0
C13,C40,2014,3.04,2023.68,0,0,253.88,36.89,0
C17,C44,2014,9.84,4816.75,0,0,710.56,177.1,0
C13,C07,2014,3.7,18531.71,0,0,253.88,523.77,1
C02,C35,2014,10.02,2571.49,0,0,160.32,1219.66,0
C31,C45,2014,2.33,3832.85,0,0,1218.3,19.82,0
C46,C21,2014,201.4,1311.5,0,1,2659.13,1005.86,0
C07,C25,2014,540.52,460.03,1,0,523.77,2798.35,0
C35,C03,2014,0.0,2189.53,0,0,1219.66,1030.11,0
C02,C48,2014,0.0,1754.07,0,0,160.32,7085.08,0
C24,C28,2014,33.98,5029.91,0,0,474.98,1153.75,0
C49,C06,2014,6.21,26308.77,0,0,4443.02,109.64,0
C14,C35,2014,9.05,4994.9,0,0,295.88,1219.66,0
C48,C25,2014,1076.62,2065.06,0,0,7085.08,2798.35,0
C25,C46,2014,0.0,1129.55,0,0,2798.35,2659.13,0
C39,C44,2014,118.42,1022.82,0,0,1885.35,177.1,1
C10,C41,2014,0.0,7434.7,0,1,2324.97,1230.46,1
C46,C47,2014,0.0,240.56,0,0,2659.13,429.06,1
C06,C05,2014,23.13,910.87,0,1,109.64,558.0,0
C24,C29,2014,92.51,731.65,1,1,474.98,288.26,0
C05,C13,2014,0.0,6798.37,0,0,558.0,253.88,0
C11,C22,2014,447.76,501.75,0,0,1603.98,883.82,1
C31,C43,2014,21.98,6060.65,0,0,1218.3,1377.53,0
C30,C33,2014,7.34,7895.78,0,0,314.47,1314.62,0
C47,C43,2014,0.0,585.68,0,0,429.06,1377.53,1
C24,C35,2014,0.0,2483.99,0,0,474.98,1219.66,0
C48,C04,2014,802.78,3404.56,0,0,7085.08,3050.47,0
C05,C10,2014,156.26,767.16,1,0,558.0,2324.97,0
C17,C18,2014,9.69,3764.96,0,1,710.56,97.57,1
C16,C46,2014,9.92,3446.18,0,0,34.29,2659.13,1
C44,C46,2014,31.94,2898.36,0,0,177.1,2659.13,0
C46,C26,2014,158.11,1631.89,0,1,2659.13,462.68,0
C02,C43,2014,39.19,1544.94,0,0,160.32,1377.53,1
C16,C21,2014,1.07,4033.53,0,0,34.29,1005.86,0
C01,C31,2014,0.0,429.61,0,0,91.52,1218.3,0
C30,C06,2014,14.55,898.27,1,0,314.47,109.64,0
C24,C01,2014,13.75,1331.52,0,0,474.98,91.52,0
C08,C14,2014,1.78,3568.83,0,0,197.6,295.88,0
C21,C24,2014,0.0,1627.18,0,0,1005.86,474.98,0
C05,C50,2014,67.17,2919.86,0,0,558.0,780.44,0
C19,C40,2014,39.09,1173.96,0,0,3157.12,36.89,0
C46,C49,2014,172.37,7193.86,0,0,2659.13,4443.02,0
C09,C50,2014,259.48,168.55,0,0,118.47,780.44,0
C15,C46,2014,0.0,1415.27,0,0,130.56,2659.13,0
C44,C25,2014,2.79,13022.19,0,0,177.1,2798.35,0
C14,C10,2014,54.82,1078.35,0,0,295.88,2324.97,1
C47,C32,2014,3.84,7508.02,0,0,429.06,1354.93,0
C49,C42,2014,4.38,8470.75,0,0,4443.02,34.45,0
C44,C40,2014,4.69,888.1,0,0,177.1,36.89,0
C28,C49,2014,0.0,3112.8,0,0,1153.75,4443.02,0
C21,C16,2014,10.63,3581.59,0,0,1005.86,34.29,0
C46,C45,2014,0.0,783.64,1,0,2659.13,19.82,1
C02,C13,2014,0.0,2554.05,0,1,160.32,253.88,0
C14,C15,2014,0.0,2628.93,0,0,295.88,130.56,0
C37,C26,2014,3713.4,730.87,1,0,10636.32,462.68,0
C33,C47,2014,7.2,10254.29,0,0,1314.62,429.06,1
C28,C41,2014,124.63,1737.73,0,0,1153.75,1230.46,0
C28,C32,2014,115.71,1507.73,0,0,1153.75,1354.93,0
C31,C37,2014,6514.71,609.86,1,1,1218.3,10636.32,0
C06,C02,2014,0.0,727.7,0,0,109.64,160.32,0
C20,C34,2014,4.46,993.79,1,0,36.84,155.43,0
C43,C13,2014,262.17,252.67,0,0,1377.53,253.88,0
C24,C38,2014,454.96,265.2,1,1,474.98,184.45,0
C11,C17,2014,180.08,829.83,0,0,1603.98,710.56,0
C27,C22,2014,0.0,1406.73,0,0,220.74,883.82,0
C47,C40,2014,12.19,1203.22,0,0,429.06,36.89,0
C14,C44,2014,6.76,4961.33,0,0,295.88,177.1,1
C42,C18,2014,0.99,3520.85,0,0,34.45,97.57,0
C34,C28,2014,41.29,1577.16,0,0,155.43,1153.75,0
C39,C23,2014,5026.73,96.08,0,0,1885.35,1816.77,0
C32,C30,2014,1031.09,299.43,0,0,1354.93,314.47,0
C08,C32,2014,86.88,1070.56,0,0,197.6,1354.93,0
C48,C05,2014,77.99,9826.46,0,0,7085.08,558.0,0
C48,C24,2014,233.45,2457.33,0,0,7085.08,474.98,0
C14,C29,2014,0.49,15170.44,0,0,295.88,288.26,0
C42,C25,2014,39.23,835.56,0,1,34.45,2798.35,0
C06,C45,2014,0.43,2325.46,0,0,109.64,19.82,0
C21,C32,2014,0.0,1175.93,0,0,1005.86,1354.93,1
C05,C15,2014,0.0,3269.32,0,1,558.0,130.56,0
C08,C16,2014,5.97,1281.56,0,1,197.6,34.29,0
C30,C12,2014,0.0,933.37,0,0,314.47,3526.43,0
C06,C24,2014,0.0,2548.03,0,1,109.64,474.98,0
C37,C47,2014,900.7,1545.79,0,0,10636.32,429.06,0
C16,C24,2014,125.69,192.4,1,0,34.29,474.98,1
C03,C29,2014,0.0,418.21,0,0,1030.11,288.26,0
C44,C24,2014,0.6,38682.4,0,0,177.1,474.98,1
C35,C30,2014,9.95,9916.27,0,0,1219.66,314.47,1
C06,C30,2014,79.41,517.35,1,0,109.64,314.47,1
C07,C34,2014,5.89,5461.31,0,1,523.77,155.43,0
C38,C16,2014,3.2,1670.68,0,0,184.45,34.29,0
C26,C17,2014,0.0,126.97,0,0,462.68,710.56,1
C18,C11,2014,0.0,3614.83,0,1,97.57,1603.98,1
C11,C19,2014,75.68,12385.61,0,0,1603.98,3157.12,0
C49,C19,2014,0.0,2278.85,0,0,4443.02,3157.12,0
C23,C09,2014,0.0,1200.44,0,0,1816.77,118.47,0
C02,C30,2014,12.53,1723.5,0,0,160.32,314.47,0
C37,C03,2014,271.78,2009.33,0,0,10636.32,1030.11,0
C43,C49,2014,1660.08,817.21,0,1,1377.53,4443.02,0
C04,C03,2014,74.83,4745.62,0,0,3050.47,1030.11,0
C11,C13,2014,27.8,3350.17,0,0,1603.98,253.88,0
C06,C50,2014,0.0,3659.31,0,0,109.64,780.44,0
C41,C14,2014,8.96,5427.3,0,0,1230.46,295.88,0
C32,C05,2014,1848.78,138.82,1,0,1354.93,558.0,0
C35,C24,2014,20.91,4823.04,0,0,1219.66,474.98,0
C04,C41,2014,110.92,3220.45,0,0,3050.47,1230.46,0
C33,C50,2014,43.15,4821.58,0,0,1314.62,780.44,1
C31,C47,2014,77.44,1544.27,0,1,1218.3,429.06,0
C09,C45,2014,1.56,1832.41,0,1,118.47,19.82,0
C19,C32,2014,1302.84,804.45,1,0,3157.12,1354.93,0
C19,C35,2014,0.0,697.04,1,0,3157.12,1219.66,0
C06,C15,2014,0.0,2004.47,0,0,109.64,130.56,0
C48,C26,2014,0.0,6135.43,0,0,7085.08,462.68,0
C16,C11,2014,1.2,14960.44,0,0,34.29,1603.98,0
C46,C10,2014,110.17,3634.06,0,0,2659.13,2324.97,0
C43,C40,2014,0.0,10937.8,0,0,1377.53,36.89,0
C07,C17,2014,0.0,619.52,0,0,523.77,710.56,0
C22,C29,2014,7.56,6341.98,0,1,883.82,288.26,0
C20,C21,2014,0.0,1190.94,0,1,36.84,1005.86,0
C42,C09,2014,1.13,2465.79,0,0,34.45,118.47,1
C42,C36,2014,1.87,4202.99,0,0,34.45,888.24,0
C49,C01,2014,39.53,1605.37,0,0,4443.02,91.52,0
C46,C11,2014,634.11,1301.64,0,0,2659.13,1603.98,0
C25,C50,2014,429.01,1533.97,0,1,2798.35,780.44,1
C17,C03,2014,53.42,4622.41,0,0,710.56,1030.11,0
C27,C18,2014,1.35,4131.77,0,0,220.74,97.57,0
C40,C19,2014,117.7,785.33,1,0,36.89,3157.12,0
C34,C42,2014,2.97,2099.0,0,0,155.43,34.45,1
C31,C28,2014,812.81,673.84,0,1,1218.3,1153.75,0
C14,C37,2014,0.0,1061.79,0,0,295.88,10636.32,0
C21,C35,2014,316.44,1539.25,0,1,1005.86,1219.66,0
C12,C23,2014,2914.87,629.94,0,1,3526.43,1816.77,0
C08,C29,2014,28.67,928.89,0,0,197.6,288.26,0
C49,C48,2014,1783.97,4632.68,0,0,4443.02,7085.08,0
C29,C13,2014,94.6,395.06,0,0,288.26,253.88,0
C16,C47,2014,0.0,367.92,1,0,34.29,429.06,0
C15,C18,2014,97.08,126.24,1,0,130.56,97.57,1
C35,C08,2014,174.68,391.07,1,0,1219.66,197.6,1
C03,C31,2014,8.39,15754.65,0,0,1030.11,1218.3,0
C27,C06,2014,1.42,3738.92,0,0,220.74,109.64,0
C38,C14,2014,0.0,3134.19,0,0,184.45,295.88,0
C27,C25,2014,60.86,1259.79,0,0,220.74,2798.35,0
C35,C36,2014,41.92,5690.99,0,0,1219.66,888.24,1
C12,C33,2014,192.06,5492.53,0,1,3526.43,1314.62,0
C34,C46,2014,72.64,1385.14,0,0,155.43,2659.13,0
C47,C09,2014,0.97,6886.85,0,0,429.06,118.47,0
C19,C48,2014,0.0,1815.19,0,0,3157.12,7085.08,1
C42,C08,2014,0.0,1149.68,0,0,34.45,197.6,1
C39,C29,2014,0.0,1172.35,0,0,1885.35,288.26,0
C01,C17,2014,0.35,26571.56,0,0,91.52,710.56,0
C49,C14,2014,0.0,843.17,1,0,4443.02,295.88,0
C19,C49,2014,0.0,3893.48,0,0,3157.12,4443.02,0
C15,C08,2014,63.84,428.3,0,0,130.56,197.6,1
C33,C06,2014,13.57,2805.27,0,0,1314.62,109.64,0
C30,C20,2014,9.68,1071.9,0,0,314.47,36.84,0
C16,C35,2014,14.13,801.97,0,0,34.29,1219.66,0
C05,C16,2014,2.77,3800.59,0,1,558.0,34.29,0
C41,C43,2014,0.0,717.94,0,0,1230.46,1377.53,0
C47,C06,2014,1.38,12880.87,0,0,429.06,109.64,0
C19,C09,2014,0.0,936.17,1,0,3157.12,118.47,0
C12,C22,2014,1099.53,465.24,1,0,3526.43,883.82,0
C33,C31,2014,1484.9,319.69,0,0,1314.62,1218.3,0
C48,C19,2014,5855.78,882.09,1,1,7085.08,3157.12,0
C34,C33,2014,10.38,2677.19,0,1,155.43,1314.62,0
C47,C08,2014,0.0,3219.57,0,0,429.06,197.6,0
C29,C37,2014,24.25,8500.84,0,1,288.26,10636.32,0
C33,C42,2014,9.1,2951.43,0,0,1314.62,34.45,0
C12,C02,2014,0.0,329.59,0,1,3526.43,160.32,1
C44,C30,2014,0.0,10943.35,0,0,177.1,314.47,0
C20,C49,2014,107.82,408.29,0,0,36.84,4443.02,0
C16,C41,2014,0.0,1803.65,0,0,34.29,1230.46,1
C03,C09,2014,0.0,8498.63,0,0,1030.11,118.47,1
C35,C34,2014,0.0,6200.64,0,0,1219.66,155.43,0
C40,C45,2014,0.03,19270.13,0,1,36.89,19.82,0
C01,C34,2014,0.0,3450.51,0,0,91.52,155.43,1
C15,C44,2014,24.22,346.25,0,0,130.56,177.1,0
C33,C25,2014,520.16,1536.57,0,0,1314.62,2798.35,1
C03,C27,2014,21.0,3445.27,0,0,1030.11,220.74,0
C42,C05,2014,8.34,1633.37,0,0,34.45,558.0,1
C04,C45,2014,2.45,4224.47,0,0,3050.47,19.82,1
C33,C17,2014,4.72,14389.73,0,0,1314.62,710.56,0
C20,C32,2014,2717.62,86.85,1,0,36.84,1354.93,0
C49,C23,2014,0.0,1396.01,0,0,4443.02,1816.77,0
C23,C21,2014,84.98,2943.14,0,0,1816.77,1005.86,0
C10,C42,2014,5.39,3599.08,0,0,2324.97,34.45,0
C35,C23,2014,1386.86,1397.85,0,0,1219.66,1816.77,1
C23,C20,2014,0.0,4192.42,0,0,1816.77,36.84,0
C33,C34,2014,0.0,2075.83,0,0,1314.62,155.43,0
C23,C15,2014,6.39,4547.69,0,0,1816.77,130.56,1
C46,C22,2014,0.0,220.16,1,0,2659.13,883.82,0
C01,C11,2014,21.9,878.23,0,0,91.52,1603.98,0
C45,C09,2014,0.42,1413.95,0,0,19.82,118.47,0
C30,C13,2014,12.38,2322.93,0,0,314.47,253.88,1
C49,C16,2014,0.0,364.18,0,1,4443.02,34.29,0
C16,C28,2014,0.51,7414.41,0,1,34.29,1153.75,0
C32,C02,2014,0.0,3766.98,0,0,1354.93,160.32,0
